DateIn,Site,Ticket,Operator,CustNum,Customer,Reference,Vehicle,Rolloff,TransType,Amount,Found in Trux
1/2/2025,44,947611,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,#93,,CHG  SALE,$464.50,Yes
1/2/2025,44,947614,ROSIE,96,SOUTHERN SANITATION SERVICE,,#82 00,,CHG  SALE,$20.40,Yes
1/2/2025,44,947653,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 334,,CHG  SALE,$53.00,Yes
1/2/2025,44,947670,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 260,,CHG  SALE,$52.50,Yes
1/2/2025,44,947673,SANDY,96,SOUTHERN SANITATION SERVICE,,#94 160,,CHG  SALE,$16.70,Yes
1/2/2025,44,947676,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 80,,CHG  SALE,$8.30,Yes
1/2/2025,44,947686,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 218,,CHG  SALE,$45.10,Yes
1/2/2025,44,947690,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 015,,CHG  SALE,$6.50,Yes
1/2/2025,44,947727,SANDY,96,SOUTHERN SANITATION SERVICE,,#93 122,,CHG  SALE,$118.10,Yes
1/2/2025,44,947735,ROSIE,96,SOUTHERN SANITATION SERVICE,,#79 37,,CHG  SALE,$59.50,Yes
1/2/2025,44,947797,SANDY,98,S.S.S. MINI ROLL-OFF,,#82 030,,CHG  SALE,$13.00,Yes
1/2/2025,44,947806,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,LS-4,,CHG  SALE,$575.60,Yes
1/2/2025,44,947807,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 348,,CHG  SALE,$58.10,Yes
1/2/2025,44,947812,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 101,,CHG  SALE,$35.80,Yes
1/2/2025,44,947813,SANDY,96,SOUTHERN SANITATION SERVICE,,LS-3 232,,CHG  SALE,$143.20,Yes
1/2/2025,44,947817,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 120,,CHG  SALE,$17.20,Yes
1/2/2025,44,947909,ROSIE,96,SOUTHERN SANITATION SERVICE,,#93 133,,CHG  SALE,$10.20,Yes
1/2/2025,44,947914,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,#94,,CHG  SALE,$272.00,Yes
1/2/2025,44,947936,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 191,,CHG  SALE,$123.60,Yes
1/2/2025,44,947958,ROSIE,96,SOUTHERN SANITATION SERVICE,,#87 351,,CHG  SALE,$924.40,Yes
1/2/2025,44,947978,SANDY,96,SOUTHERN SANITATION SERVICE,HEB,LS-3,,CHG  SALE,$334.30,Yes
1/2/2025,44,948005,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 98,,CHG  SALE,$23.20,Yes
1/2/2025,44,948017,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 270,,CHG  SALE,$57.20,Yes
1/2/2025,44,948025,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 355,,CHG  SALE,$39.00,Yes
1/2/2025,44,948092,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 140,,CHG  SALE,$135.70,Yes
1/2/2025,44,948110,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 174,,CHG  SALE,$68.80,Yes
1/2/2025,44,948119,SANDY,96,SOUTHERN SANITATION SERVICE,OJOS LOCOS,LS-4,,CHG  SALE,$39.00,Yes
1/2/2025,44,948126,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 371,,CHG  SALE,$12.50,Yes
1/2/2025,44,948151,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-4 345,,CHG  SALE,$151.50,Yes
1/2/2025,44,948170,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 325,,CHG  SALE,$8.80,Yes
1/2/2025,44,948172,SANDY,96,SOUTHERN SANITATION SERVICE,,#94 190,,CHG  SALE,$49.20,Yes
1/2/2025,44,948178,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 66,,CHG  SALE,$55.80,Yes
1/2/2025,44,948207,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 350,,CHG  SALE,$28.80,Yes
1/2/2025,44,948254,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 326,,CHG  SALE,$37.60,Yes
1/3/2025,44,948280,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 158,,CHG  SALE,$49.70,Yes
1/3/2025,44,948282,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 251,,CHG  SALE,$26.00,Yes
1/3/2025,44,948296,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 140,,CHG  SALE,$917.90,No
1/3/2025,44,948299,SANDY,98,S.S.S. MINI ROLL-OFF,,#82 089,,CHG  SALE,$91.60,Yes
1/3/2025,44,948302,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 307,,CHG  SALE,$74.40,Yes
1/3/2025,44,948320,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 117,,CHG  SALE,$74.80,Yes
1/3/2025,44,948329,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,#85,,CHG  SALE,$372.40,Yes
1/3/2025,44,948331,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,LS-4,,CHG  SALE,$302.20,Yes
1/3/2025,44,948343,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 17,,CHG  SALE,$1.80,Yes
1/3/2025,44,948374,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 107,,CHG  SALE,$41.30,Yes
1/3/2025,44,948377,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,#93,,CHG  SALE,$276.20,Yes
1/3/2025,44,948380,SANDY,98,S.S.S. MINI ROLL-OFF,,#82 075,,CHG  SALE,$8.30,Yes
1/3/2025,44,948421,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 159,,CHG  SALE,$185.00,Yes
1/3/2025,44,948425,ROSIE,96,SOUTHERN SANITATION SERVICE,CINEMARK,LS-4,,CHG  SALE,$444.00,Yes
1/3/2025,44,948434,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 41,,CHG  SALE,$497.50,No
1/3/2025,44,948462,ROSIE,96,SOUTHERN SANITATION SERVICE,DOCTORS,#85,,CHG  SALE,$154.30,Yes
1/3/2025,44,948483,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 240,,CHG  SALE,$78.10,Yes
1/3/2025,44,948520,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 91,,CHG  SALE,$99.00,Yes
1/3/2025,44,948565,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 144,,CHG  SALE,$30.60,Yes
1/3/2025,44,948570,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 328,,CHG  SALE,$193.40,Yes
1/3/2025,44,948574,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 41,,CHG  SALE,$497.00,No
1/3/2025,44,948591,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 120,,CHG  SALE,$74.80,Yes
1/3/2025,44,948599,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 30,,CHG  SALE,$71.60,Yes
1/3/2025,44,948620,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 12,,CHG  SALE,$45.10,Yes
1/3/2025,44,948623,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 232,,CHG  SALE,$36.70,Yes
1/3/2025,44,948625,SANDY,96,SOUTHERN SANITATION SERVICE,LA POSADA,LS-3,,CHG  SALE,$53.40,Yes
1/3/2025,44,948629,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 95,,CHG  SALE,$180.80,Yes
1/3/2025,44,948646,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 019,,CHG  SALE,$20.00,Yes
1/3/2025,44,948677,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 8,,CHG  SALE,$183.60,Yes
1/3/2025,44,948705,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 186,,CHG  SALE,$519.80,No
1/3/2025,44,948708,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 60,,CHG  SALE,$44.60,Yes
1/3/2025,44,948746,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 376,,CHG  SALE,$194.80,Yes
1/3/2025,44,948767,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 125,,CHG  SALE,$21.30,Yes
1/3/2025,44,948808,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 060,,CHG  SALE,$10.70,Yes
1/3/2025,44,948813,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 351,,CHG  SALE,$89.20,Yes
1/3/2025,44,948829,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 350,,CHG  SALE,$136.70,Yes
1/3/2025,44,948854,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-3 375,,CHG  SALE,$636.50,Yes
1/3/2025,44,948874,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 62,,CHG  SALE,$47.40,Yes
1/4/2025,44,948903,SANDY,96,SOUTHERN SANITATION SERVICE,,#93 282,,CHG  SALE,$97.60,Yes
1/4/2025,44,948913,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 166,,CHG  SALE,$81.80,Yes
1/4/2025,44,948914,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,LS-3,,CHG  SALE,$198.50,Yes
1/4/2025,44,948916,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 54,,CHG  SALE,$18.60,Yes
1/4/2025,44,948921,SANDY,96,SOUTHERN SANITATION SERVICE,,#93 291,,CHG  SALE,$448.10,Yes
1/4/2025,44,948928,ROSIE,96,SOUTHERN SANITATION SERVICE,,#94 151,,CHG  SALE,$17.60,Yes
1/4/2025,44,948929,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 334,,CHG  SALE,$56.20,Yes
1/4/2025,44,948946,ROSIE,96,SOUTHERN SANITATION SERVICE,KHOLS,#93,,CHG  SALE,$20.00,Yes
1/4/2025,44,948959,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 101,,CHG  SALE,$28.80,Yes
1/4/2025,44,948978,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 373,,CHG  SALE,$61.80,Yes
1/4/2025,44,948984,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 115,,CHG  SALE,$79.90,Yes
1/4/2025,44,949055,SANDY,96,SOUTHERN SANITATION SERVICE,,#94 110,,CHG  SALE,$135.30,Yes
1/4/2025,44,949089,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 153,,CHG  SALE,$49.20,Yes
1/4/2025,44,949095,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 59,,CHG  SALE,$11.60,Yes
1/4/2025,44,949118,ROSIE,96,SOUTHERN SANITATION SERVICE,,#85 277,,CHG  SALE,$13.00,Yes
1/4/2025,44,949152,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,LS-4,,CHG  SALE,$206.90,Yes
1/4/2025,44,949192,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 216,,CHG  SALE,$79.90,Yes
1/4/2025,44,949362,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 182,,CHG  SALE,$43.70,Yes
1/4/2025,44,949405,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 121,,CHG  SALE,$24.60,Yes
1/4/2025,44,949516,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 169,,CHG  SALE,$19.00,Yes
1/4/2025,44,949570,SANDY,96,SOUTHERN SANITATION SERVICE,PILOT,#85,,CHG  SALE,$219.40,Yes
1/6/2025,44,949640,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 205,,CHG  SALE,$98.10,Yes
1/6/2025,44,949647,AKEMY,96,SOUTHERN SANITATION SERVICE,,#93 137,,CHG  SALE,$106.00,Yes
1/6/2025,44,949650,AKEMY,96,SOUTHERN SANITATION SERVICE,HOME DEPOT,LS-3,,CHG  SALE,$381.70,Yes
1/6/2025,44,949669,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 257,,CHG  SALE,$24.10,Yes
1/6/2025,44,949679,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 021,,CHG  SALE,$11.60,Yes
1/6/2025,44,949721,AKEMY,96,SOUTHERN SANITATION SERVICE,HEB,#93,,CHG  SALE,$284.50,Yes
1/6/2025,44,949724,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 154,,CHG  SALE,$18.60,Yes
1/6/2025,44,949754,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 371,,CHG  SALE,$45.10,Yes
1/6/2025,44,949763,AKEMY,96,SOUTHERN SANITATION SERVICE,TA,LS-4,,CHG  SALE,$113.00,Yes
1/6/2025,44,949769,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 109,,CHG  SALE,$226.90,Yes
1/6/2025,44,949778,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 091,,CHG  SALE,$27.40,Yes
1/6/2025,44,949791,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 38,,CHG  SALE,$31.60,Yes
1/6/2025,44,949811,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 079,,CHG  SALE,$0.00,No
1/6/2025,44,949823,AKEMY,98,S.S.S. MINI ROLL-OFF,,#82 079,,CHG  SALE,$2.70,Yes
1/6/2025,44,949838,AKEMY,96,SOUTHERN SANITATION SERVICE,,#93 379,,CHG  SALE,$210.60,Yes
1/6/2025,44,949869,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 287,,CHG  SALE,$113.40,Yes
1/6/2025,44,949885,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 148,,CHG  SALE,$55.30,Yes
1/6/2025,44,949893,AKEMY,96,SOUTHERN SANITATION SERVICE,HOME GOODS,#85,,CHG  SALE,$0.00,Yes
1/6/2025,44,949900,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 59,,CHG  SALE,$31.60,Yes
1/6/2025,44,949911,AKEMY,98,S.S.S. MINI ROLL-OFF,,#82 071,,CHG  SALE,$64.60,Yes
1/6/2025,44,949914,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 163,,CHG  SALE,$55.80,Yes
1/6/2025,44,949984,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 370,,CHG  SALE,$40.90,Yes
1/6/2025,44,950002,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,#94,,CHG  SALE,$339.40,Yes
1/6/2025,44,950041,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 348,,CHG  SALE,$136.70,Yes
1/6/2025,44,950063,AKEMY,96,SOUTHERN SANITATION SERVICE,,#85 249,,CHG  SALE,$81.80,Yes
1/6/2025,44,950088,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 224,,CHG  SALE,$222.70,Yes
1/6/2025,44,950125,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 360,,CHG  SALE,$70.20,Yes
1/6/2025,44,950137,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 246,,CHG  SALE,$57.60,Yes
1/6/2025,44,950142,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 263,,CHG  SALE,$182.70,Yes
1/6/2025,44,950144,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 312,,CHG  SALE,$70.60,Yes
1/6/2025,44,950216,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 115,,CHG  SALE,$234.30,Yes
1/6/2025,44,950230,AKEMY,96,SOUTHERN SANITATION SERVICE,,#82 00,,CHG  SALE,$106.00,Yes
1/7/2025,44,950238,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 238,,CHG  SALE,$129.70,No
1/7/2025,44,950246,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 160,,CHG  SALE,$49.20,No
1/7/2025,44,950254,ROSIE,96,SOUTHERN SANITATION SERVICE,LOVES,#93,,CHG  SALE,$273.80,No
1/7/2025,44,950260,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 015,,CHG  SALE,$31.10,No
1/7/2025,44,950270,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 172,,CHG  SALE,$16.70,No
1/7/2025,44,950279,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 77,,CHG  SALE,$116.70,No
1/7/2025,44,950288,ROSIE,96,SOUTHERN SANITATION SERVICE,,#93 306,,CHG  SALE,$68.80,No
1/7/2025,44,950298,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 164,,CHG  SALE,$99.50,No
1/7/2025,44,950340,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 369,,CHG  SALE,$218.00,No
1/7/2025,44,950349,AKEMY,96,SOUTHERN SANITATION SERVICE,DOCTORS,#85,,CHG  SALE,$183.20,No
1/7/2025,44,950353,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 046,,CHG  SALE,$8.80,No
1/7/2025,44,950355,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 19,,CHG  SALE,$53.40,No
1/7/2025,44,950375,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 217,,CHG  SALE,$79.90,No
1/7/2025,44,950382,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 093,,CHG  SALE,$673.30,No
1/7/2025,44,950437,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 256,,CHG  SALE,$105.50,No
1/7/2025,44,950440,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 171,,CHG  SALE,$159.50,No
1/7/2025,44,950451,AKEMY,96,SOUTHERN SANITATION SERVICE,,#94 20,,CHG  SALE,$199.40,No
1/7/2025,44,950467,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 104,,CHG  SALE,$42.30,No
1/7/2025,44,950475,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 59,,CHG  SALE,$267.80,No
1/7/2025,44,950485,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 350,,CHG  SALE,$62.70,No
1/7/2025,44,950497,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 035,,CHG  SALE,$107.80,No
1/7/2025,44,950517,AKEMY,96,SOUTHERN SANITATION SERVICE,WALTMART,#85,,CHG  SALE,$218.00,No
1/7/2025,44,950574,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 201,,CHG  SALE,$73.00,No
1/7/2025,44,950582,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 196,,CHG  SALE,$46.50,No
1/7/2025,44,950587,ROSIE,96,SOUTHERN SANITATION SERVICE,OJOS LOCOS,LS-3,,CHG  SALE,$107.80,No
1/7/2025,44,950608,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 82,,CHG  SALE,$27.40,No
1/7/2025,44,950625,ROSIE,96,SOUTHERN SANITATION SERVICE,WALMART,#94,,CHG  SALE,$238.00,No
1/7/2025,44,950670,AKEMY,96,SOUTHERN SANITATION SERVICE,,LS-4 53,,CHG  SALE,$82.70,No
1/7/2025,44,950710,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 300,,CHG  SALE,$9.30,No
1/7/2025,44,950713,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 42,,CHG  SALE,$87.40,No
1/7/2025,44,950729,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,LS-3,,CHG  SALE,$205.00,No
1/7/2025,44,950801,AKEMY,96,SOUTHERN SANITATION SERVICE,,#94 188,,CHG  SALE,$39.90,No
1/7/2025,44,950811,ROSIE,96,SOUTHERN SANITATION SERVICE,WALMART,LS-4,,CHG  SALE,$466.80,No
1/8/2025,44,950858,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 282,,CHG  SALE,$20.00,Yes
1/8/2025,44,950863,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 140,,CHG  SALE,$228.30,No
1/8/2025,44,950865,AKEMY,96,SOUTHERN SANITATION SERVICE,,LS-3 379,,CHG  SALE,$114.30,No
1/8/2025,44,950911,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 356,,CHG  SALE,$147.40,Yes
1/8/2025,44,950915,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 325,,CHG  SALE,$19.50,Yes
1/8/2025,44,950939,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 260,,CHG  SALE,$53.40,Yes
1/8/2025,44,950955,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 299,,CHG  SALE,$28.80,Yes
1/8/2025,44,950977,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 195,,CHG  SALE,$83.70,Yes
1/8/2025,44,950979,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 348,,CHG  SALE,$39.90,Yes
1/8/2025,44,951017,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 343,,CHG  SALE,$149.70,Yes
1/8/2025,44,951022,ROSIE,96,SOUTHERN SANITATION SERVICE,,#94 23,,CHG  SALE,$120.90,Yes
1/8/2025,44,951037,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 326,,CHG  SALE,$462.60,Yes
1/8/2025,44,951042,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 98,,CHG  SALE,$27.90,Yes
1/8/2025,44,951070,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 169,,CHG  SALE,$59.90,Yes
1/8/2025,44,951101,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 25,,CHG  SALE,$90.60,Yes
1/8/2025,44,951107,AKEMY,96,SOUTHERN SANITATION SERVICE,,#94 370,,CHG  SALE,$228.70,Yes
1/8/2025,44,951132,AKEMY,96,SOUTHERN SANITATION SERVICE,,LS-3 376,,CHG  SALE,$363.70,Yes
1/8/2025,44,951173,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 352,,CHG  SALE,$104.10,Yes
1/8/2025,44,951194,ROSIE,96,SOUTHERN SANITATION SERVICE,,#93,,CHG  SALE,$400.80,Yes
1/8/2025,44,951209,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 226,,CHG  SALE,$113.40,Yes
1/8/2025,44,951212,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 50,,CHG  SALE,$134.30,Yes
1/8/2025,44,951242,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 83,,CHG  SALE,$25.50,Yes
1/8/2025,44,951269,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 350,,CHG  SALE,$58.50,Yes
