DateIn,Site,Ticket,Operator,CustNum,Customer,Reference,Vehicle,Rolloff,TransType,Amount,Found in Trux
1/8/2025,44,951335,AKEMY,96,SOUTHERN SANITATION SERVICE,,LS-3 303,,CHG  SALE,$107.80,Yes
1/8/2025,44,951358,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 139,,CHG  SALE,$107.80,Yes
1/8/2025,44,951372,AKEMY,96,SOUTHERN SANITATION SERVICE,,LS-4 289,,CHG  SALE,$30.60,Yes
1/8/2025,44,951374,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 214,,CHG  SALE,$157.60,Yes
1/9/2025,44,951405,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 101,,CHG  SALE,$106.40,Yes
1/9/2025,44,951407,AKEMY,98,S.S.S. MINI ROLL-OFF,,#82 091,,CHG  SALE,$13.00,Yes
1/9/2025,44,951416,AKEMY,96,SOUTHERN SANITATION SERVICE,,#85 154,,CHG  SALE,$67.40,Yes
1/9/2025,44,951427,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 328,,CHG  SALE,$88.80,Yes
1/9/2025,44,951430,AKEMY,98,S.S.S. MINI ROLL-OFF,,#82 071,,CHG  SALE,$7.40,Yes
1/9/2025,44,951455,AKEMY,96,SOUTHERN SANITATION SERVICE,LOWES,LS-4,,CHG  SALE,$248.30,Yes
1/9/2025,44,951459,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 323,,CHG  SALE,$94.80,Yes
1/9/2025,44,951468,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 279,,CHG  SALE,$29.30,Yes
1/9/2025,44,951480,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 112,,CHG  SALE,$82.30,Yes
1/9/2025,44,951482,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 137,,CHG  SALE,$34.80,Yes
1/9/2025,44,951488,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 110,,CHG  SALE,$75.30,Yes
1/9/2025,44,951493,ROSIE,96,SOUTHERN SANITATION SERVICE,,#93 252,,CHG  SALE,$118.10,Yes
1/9/2025,44,951527,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 339,,CHG  SALE,$16.70,Yes
1/9/2025,44,951541,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 296,,CHG  SALE,$59.00,Yes
1/9/2025,44,951549,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 130,,CHG  SALE,$108.30,Yes
1/9/2025,44,951561,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 129,,CHG  SALE,$41.80,Yes
1/9/2025,44,951564,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 357,,CHG  SALE,$191.10,Yes
1/9/2025,44,951578,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 52,,CHG  SALE,$97.10,Yes
1/9/2025,44,951591,ROSIE,96,SOUTHERN SANITATION SERVICE,,#85,,CHG  SALE,$238.50,Yes
1/9/2025,44,951616,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 187,,CHG  SALE,$46.50,Yes
1/9/2025,44,951621,AKEMY,96,SOUTHERN SANITATION SERVICE,HEB,#94,,CHG  SALE,$207.30,Yes
1/9/2025,44,951624,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 54,,CHG  SALE,$82.30,Yes
1/9/2025,44,951632,AKEMY,96,SOUTHERN SANITATION SERVICE,HEB,#93,,CHG  SALE,$164.60,Yes
1/9/2025,44,951634,AKEMY,96,SOUTHERN SANITATION SERVICE,,#79 307,,CHG  SALE,$160.80,Yes
1/9/2025,44,951643,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 80,,CHG  SALE,$116.70,Yes
1/9/2025,44,951661,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-3,,CHG  SALE,$121.30,Yes
1/9/2025,44,951676,ROSIE,96,SOUTHERN SANITATION SERVICE,,#85,,CHG  SALE,$10.70,Yes
1/9/2025,44,951690,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 209,,CHG  SALE,$154.80,Yes
1/9/2025,44,951708,AKEMY,96,SOUTHERN SANITATION SERVICE,OUTLETS,LS-4,,CHG  SALE,$0.00,Yes
1/9/2025,44,951709,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-3,,CHG  SALE,$252.50,Yes
1/9/2025,44,951711,AKEMY,96,SOUTHERN SANITATION SERVICE,OUTLETS,#94,,CHG  SALE,$0.00,Yes
1/9/2025,44,951715,AKEMY,96,SOUTHERN SANITATION SERVICE,,#79 29,,CHG  SALE,$422.20,Yes
1/9/2025,44,951738,AKEMY,96,SOUTHERN SANITATION SERVICE,,#79 247,,CHG  SALE,$67.80,Yes
1/9/2025,44,951748,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 218,,CHG  SALE,$42.30,Yes
1/9/2025,44,951750,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 131,,CHG  SALE,$56.20,Yes
1/10/2025,44,951766,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 66,,CHG  SALE,$27.90,Yes
1/10/2025,44,951768,ROSIE,96,SOUTHERN SANITATION SERVICE,,#93,,CHG  SALE,$289.70,Yes
1/10/2025,44,951770,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 216,,CHG  SALE,$22.30,Yes
1/10/2025,44,951780,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 169,,CHG  SALE,$14.40,Yes
1/10/2025,44,951783,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-3,,CHG  SALE,$203.20,Yes
1/10/2025,44,951788,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 348,,CHG  SALE,$88.30,Yes
1/10/2025,44,951793,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 43,,CHG  SALE,$71.60,Yes
1/10/2025,44,951802,SANDY,98,S.S.S. MINI ROLL-OFF,,#82 058,,CHG  SALE,$50.20,Yes
1/10/2025,44,951812,SANDY,96,SOUTHERN SANITATION SERVICE,,#94 282,,CHG  SALE,$20.90,Yes
1/10/2025,44,951814,ROSIE,96,SOUTHERN SANITATION SERVICE,DOCTORS,LS-3,,CHG  SALE,$172.00,Yes
1/10/2025,44,951827,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,#85,,CHG  SALE,$122.70,Yes
1/10/2025,44,951844,SANDY,96,SOUTHERN SANITATION SERVICE,,LS-4 186,,CHG  SALE,$225.10,Yes
1/10/2025,44,951848,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 348,,CHG  SALE,$50.60,Yes
1/10/2025,44,951853,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 82,,CHG  SALE,$15.30,Yes
1/10/2025,44,951856,ROSIE,96,SOUTHERN SANITATION SERVICE,,#94 98,,CHG  SALE,$909.30,Yes
1/10/2025,44,951863,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 168,,CHG  SALE,$111.60,Yes
1/10/2025,44,951894,SANDY,96,SOUTHERN SANITATION SERVICE,HOMEDEPOT,#93,,CHG  SALE,$164.10,Yes
1/10/2025,44,951904,SANDY,96,SOUTHERN SANITATION SERVICE,,#94 37,,CHG  SALE,$108.30,No
1/10/2025,44,951905,SANDY,98,S.S.S. MINI ROLL-OFF,,#82 065,,CHG  SALE,$33.90,Yes
1/10/2025,44,951927,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 299,,CHG  SALE,$72.50,Yes
1/10/2025,44,951928,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 354,,CHG  SALE,$369.60,Yes
1/10/2025,44,951933,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 134,,CHG  SALE,$119.50,Yes
1/10/2025,44,951961,SANDY,98,S.S.S. MINI ROLL-OFF,,#82 066,,CHG  SALE,$37.60,Yes
1/10/2025,44,951975,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 16,,CHG  SALE,$75.30,Yes
1/10/2025,44,951989,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 91,,CHG  SALE,$66.00,Yes
1/10/2025,44,951994,SANDY,96,SOUTHERN SANITATION SERVICE,LA POSADA,#85,,CHG  SALE,$67.80,Yes
1/10/2025,44,952004,SANDY,96,SOUTHERN SANITATION SERVICE,TARGET,LS-4,,CHG  SALE,$237.10,Yes
1/10/2025,44,952007,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 066,,CHG  SALE,$12.00,No
1/11/2025,44,952021,AKEMY,96,SOUTHERN SANITATION SERVICE,,#94 131,,CHG  SALE,$21.30,Yes
1/11/2025,44,952027,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 62,,CHG  SALE,$28.30,Yes
1/11/2025,44,952049,AKEMY,96,SOUTHERN SANITATION SERVICE,,#94,,CHG  SALE,$16.70,Yes
1/11/2025,44,952051,AKEMY,96,SOUTHERN SANITATION SERVICE,,#85 277	,,CHG  SALE,$41.80,Yes
1/11/2025,44,952052,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 158,,CHG  SALE,$38.60,Yes
1/11/2025,44,952088,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 121,,CHG  SALE,$30.20,Yes
1/11/2025,44,952132,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 166,,CHG  SALE,$76.70,Yes
1/11/2025,44,952175,AKEMY,96,SOUTHERN SANITATION SERVICE,,#85 101,,CHG  SALE,$6.90,Yes
1/11/2025,44,952353,AKEMY,96,SOUTHERN SANITATION SERVICE,,LS-4,,CHG  SALE,$410.60,Yes
1/13/2025,44,952400,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 303,,CHG  SALE,$86.00,Yes
1/13/2025,44,952416,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 015,,CHG  SALE,$23.20,Yes
1/13/2025,44,952428,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 153,,CHG  SALE,$40.90,Yes
1/13/2025,44,952433,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 035,,CHG  SALE,$7.40,No
1/13/2025,44,952444,AKEMY,96,SOUTHERN SANITATION SERVICE,MICHEALS,LS-3,,CHG  SALE,$277.60,Yes
1/13/2025,44,952455,AKEMY,96,SOUTHERN SANITATION SERVICE,TA,#85,,CHG  SALE,$177.10,Yes
1/13/2025,44,952485,ROSIE,96,SOUTHERN SANITATION SERVICE,,#94 348,,CHG  SALE,$43.70,Yes
1/13/2025,44,952499,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 139,,CHG  SALE,$119.00,Yes
1/13/2025,44,952508,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 247,,CHG  SALE,$27.90,Yes
1/13/2025,44,952546,ROSIE,98,S.S.S. MINI ROLL-OFF,,#82 042,,CHG  SALE,$195.30,Yes
1/13/2025,44,952553,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 325,,CHG  SALE,$89.70,Yes
1/13/2025,44,952561,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 348,,CHG  SALE,$87.80,Yes
1/13/2025,44,952573,ROSIE,96,SOUTHERN SANITATION SERVICE,,#79 369,,CHG  SALE,$95.30,Yes
1/13/2025,44,952641,AKEMY,98,S.S.S. MINI ROLL-OFF,,#82 081,,CHG  SALE,$56.20,Yes
1/13/2025,44,952657,ROSIE,96,SOUTHERN SANITATION SERVICE,,#79 59,,CHG  SALE,$83.70,Yes
1/13/2025,44,952663,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 182,,CHG  SALE,$40.40,Yes
1/13/2025,44,952677,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 371,,CHG  SALE,$46.50,Yes
1/13/2025,44,952701,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 276,,CHG  SALE,$74.80,Yes
1/13/2025,44,952720,AKEMY,96,SOUTHERN SANITATION SERVICE,LOVES,#93,,CHG  SALE,$290.60,Yes
1/13/2025,44,952737,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 187,,CHG  SALE,$26.50,Yes
1/13/2025,44,952800,AKEMY,98,S.S.S. MINI ROLL-OFF,,#82 020,,CHG  SALE,$30.20,Yes
1/13/2025,44,952824,AKEMY,96,SOUTHERN SANITATION SERVICE,,#79 220,,CHG  SALE,$159.90,Yes
1/13/2025,44,952838,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 70,,CHG  SALE,$274.30,Yes
1/13/2025,44,952940,ROSIE,96,SOUTHERN SANITATION SERVICE,LOWES,#94,,CHG  SALE,$116.20,Yes
1/13/2025,44,952941,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-4,,CHG  SALE,$62.30,Yes
1/13/2025,44,952976,AKEMY,98,S.S.S. MINI ROLL-OFF,,#82 021,,CHG  SALE,$17.20,Yes
1/13/2025,44,952983,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 135,,CHG  SALE,$209.70,Yes
1/13/2025,44,952991,AKEMY,96,SOUTHERN SANITATION SERVICE,,#79 168,,CHG  SALE,$256.20,Yes
1/13/2025,44,952992,AKEMY,98,S.S.S. MINI ROLL-OFF,,#82 075,,CHG  SALE,"$1,171.20",Yes
1/13/2025,44,953009,AKEMY,96,SOUTHERN SANITATION SERVICE,,#93 188,,CHG  SALE,$56.70,Yes
1/13/2025,44,953026,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 345,,CHG  SALE,$37.20,Yes
1/13/2025,44,953039,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 199,,CHG  SALE,$388.70,Yes
1/14/2025,44,953050,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 111,,CHG  SALE,$87.40,Yes
1/14/2025,44,953062,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 184,,CHG  SALE,$144.60,Yes
1/14/2025,44,953069,AKEMY,96,SOUTHERN SANITATION SERVICE,,#85 214,,CHG  SALE,$24.60,Yes
1/14/2025,44,953076,SANDY,98,S.S.S. MINI ROLL-OFF,,#82 000,,CHG  SALE,$24.60,Yes
1/14/2025,44,953088,AKEMY,96,SOUTHERN SANITATION SERVICE,,#93 131,,CHG  SALE,$46.00,Yes
1/14/2025,44,953099,SANDY,96,SOUTHERN SANITATION SERVICE,HEB,LS-4,,CHG  SALE,$273.80,Yes
1/14/2025,44,953142,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 138,,CHG  SALE,$27.90,Yes
1/14/2025,44,953154,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 164,,CHG  SALE,$71.60,Yes
1/14/2025,44,953157,SANDY,98,S.S.S. MINI ROLL-OFF,,#82 091,,CHG  SALE,$69.20,Yes
1/14/2025,44,953165,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 303,,CHG  SALE,$5.50,Yes
1/14/2025,44,953169,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 115,,CHG  SALE,$84.60,Yes
1/14/2025,44,953180,AKEMY,98,S.S.S. MINI ROLL-OFF,,#82 093,,CHG  SALE,$12.50,Yes
1/14/2025,44,953181,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 291,,CHG  SALE,$47.40,Yes
1/14/2025,44,953185,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 130,,CHG  SALE,$19.00,Yes
1/14/2025,44,953208,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 359,,CHG  SALE,$135.70,Yes
1/14/2025,44,953216,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 160,,CHG  SALE,$86.40,Yes
1/14/2025,44,953257,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 350,,CHG  SALE,$26.00,Yes
1/14/2025,44,953259,SANDY,96,SOUTHERN SANITATION SERVICE,,#85 181	,,CHG  SALE,$152.00,No
1/14/2025,44,953302,AKEMY,96,SOUTHERN SANITATION SERVICE,,LS-3,,CHG  SALE,$190.60,Yes
1/14/2025,44,953322,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 141,,CHG  SALE,$76.70,Yes
1/14/2025,44,953329,AKEMY,98,S.S.S. MINI ROLL-OFF,,#82 071,,CHG  SALE,$3.20,Yes
1/14/2025,44,953370,AKEMY,96,SOUTHERN SANITATION SERVICE,HEB,LS-4,,CHG  SALE,$266.90,Yes
1/14/2025,44,953404,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 100,,CHG  SALE,$84.10,Yes
1/14/2025,44,953415,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 344,,CHG  SALE,$81.30,Yes
1/14/2025,44,953417,SANDY,98,S.S.S. MINI ROLL-OFF,,#82 026,,CHG  SALE,$116.70,Yes
1/14/2025,44,953419,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 324,,CHG  SALE,$53.40,Yes
1/14/2025,44,953425,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 217,,CHG  SALE,$223.20,Yes
1/14/2025,44,953484,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 195,,CHG  SALE,$286.40,Yes
1/14/2025,44,953486,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 81,,CHG  SALE,$66.90,Yes
1/14/2025,44,953503,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 60,,CHG  SALE,$138.10,Yes
1/14/2025,44,953508,AKEMY,96,SOUTHERN SANITATION SERVICE,HEB,LS-3,,CHG  SALE,$117.60,Yes
1/14/2025,44,953525,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 224,,CHG  SALE,$50.60,Yes
1/15/2025,44,953546,SANDY,96,SOUTHERN SANITATION SERVICE,FLYING J,#94,,CHG  SALE,$281.30,Yes
1/15/2025,44,953547,AKEMY,98,S.S.S. MINI ROLL-OFF,,#82 075,,CHG  SALE,$4.60,Yes
1/15/2025,44,953549,AKEMY,96,SOUTHERN SANITATION SERVICE,,#93 89,,CHG  SALE,$10.70,Yes
1/15/2025,44,953550,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 79,,CHG  SALE,$73.00,Yes
1/15/2025,44,953560,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 118,,CHG  SALE,$57.20,Yes
1/15/2025,44,953566,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 147,,CHG  SALE,$111.60,Yes
1/15/2025,44,953567,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 362,,CHG  SALE,$59.50,Yes
1/15/2025,44,953599,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 152,,CHG  SALE,$123.60,Yes
1/15/2025,44,953604,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 284,,CHG  SALE,$34.80,Yes
1/15/2025,44,953625,SANDY,96,SOUTHERN SANITATION SERVICE,,#93,,CHG  SALE,$90.20,Yes
1/15/2025,44,953626,SANDY,96,SOUTHERN SANITATION SERVICE,,#94 379,,CHG  SALE,$77.60,Yes
1/15/2025,44,953648,AKEMY,96,SOUTHERN SANITATION SERVICE,,#85 126,,CHG  SALE,$27.40,Yes
1/15/2025,44,953655,SANDY,96,SOUTHERN SANITATION SERVICE,HEB,LS-4,,CHG  SALE,$243.20,Yes
1/15/2025,44,953659,SANDY,96,SOUTHERN SANITATION SERVICE,,#85 126,,CHG  SALE,$40.00,No
1/15/2025,44,953668,SANDY,96,SOUTHERN SANITATION SERVICE,,#87 289,,CHG  SALE,$61.80,Yes
1/15/2025,44,953685,AKEMY,96,SOUTHERN SANITATION SERVICE,,#79 114,,CHG  SALE,$65.10,Yes
1/15/2025,44,953687,AKEMY,96,SOUTHERN SANITATION SERVICE,,#93 66,,CHG  SALE,$32.00,Yes
1/15/2025,44,953690,SANDY,96,SOUTHERN SANITATION SERVICE,,#94 282,,CHG  SALE,$959.10,Yes
1/15/2025,44,953702,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 53,,CHG  SALE,$47.90,Yes
1/15/2025,44,953707,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 31,,CHG  SALE,$541.20,Yes
1/15/2025,44,953722,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 94,,CHG  SALE,$117.10,Yes
1/15/2025,44,953729,SANDY,96,SOUTHERN SANITATION SERVICE,,#87 122,,CHG  SALE,"$1,249.20",Yes
1/15/2025,44,953757,AKEMY,96,SOUTHERN SANITATION SERVICE,,#93 376,,CHG  SALE,$6.90,Yes
1/15/2025,44,953760,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 148,,CHG  SALE,$88.80,Yes
1/15/2025,44,953779,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 366,,CHG  SALE,$445.90,Yes
1/15/2025,44,953785,AKEMY,96,SOUTHERN SANITATION SERVICE,,#79 287,,CHG  SALE,$78.10,Yes
1/15/2025,44,953789,AKEMY,96,SOUTHERN SANITATION SERVICE,,LS-3 366,,CHG  SALE,$10.00,No
1/15/2025,44,953805,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 188,,CHG  SALE,$20.40,Yes
1/15/2025,44,953807,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 37,,CHG  SALE,$80.90,Yes
1/15/2025,44,953826,AKEMY,96,SOUTHERN SANITATION SERVICE,HEB,#79,,CHG  SALE,$227.30,Yes
1/15/2025,44,953829,SANDY,96,SOUTHERN SANITATION SERVICE,,#94 116,,CHG  SALE,$479.80,Yes
1/15/2025,44,953843,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 241,,CHG  SALE,$19.00,No
1/15/2025,44,953856,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 16,,CHG  SALE,$22.30,Yes
1/16/2025,44,953870,SANDY,96,SOUTHERN SANITATION SERVICE,OJOS LOCOS,#93,,CHG  SALE,$6.90,Yes
1/16/2025,44,953873,AKEMY,96,SOUTHERN SANITATION SERVICE,,#94 299,,CHG  SALE,$51.60,Yes
1/16/2025,44,953883,AKEMY,96,SOUTHERN SANITATION SERVICE,,#85 135,,CHG  SALE,$96.20,Yes
1/16/2025,44,953887,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 260,,CHG  SALE,$28.30,Yes
1/16/2025,44,953900,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 91,,CHG  SALE,$41.30,Yes
1/16/2025,44,953906,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 311,,CHG  SALE,$118.50,Yes
1/16/2025,44,953910,SANDY,98,S.S.S. MINI ROLL-OFF,,#82 021,,CHG  SALE,$14.80,Yes
1/16/2025,44,953917,AKEMY,96,SOUTHERN SANITATION SERVICE,,#93 106,,CHG  SALE,$31.60,Yes
