DateIn,Site,Ticket,Operator,CustNum,Customer,Reference,Vehicle,Rolloff,TransType,Amount,Match,Landfill_Amount,Trux_Amount,Difference
2025-06-02,44,1017855,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 74,,CHG  SALE,157.1,False,$157.10,$157.17,$-0.07
2025-06-02,44,1017863,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 146,,CHG  SALE,42.3,False,$42.30,$42.32,$-0.02
2025-06-02,44,1017864,AKEMY,96,SOUTHERN SANITATION SERVICE,WALTMART,#79,,CHG  SALE,411.0,False,$411.00,$411.06,$-0.06
2025-06-02,44,1017890,AKEMY,96,SOUTHERN SANITATION SERVICE,LOVES,#93,,CHG  SALE,343.6,False,$343.60,$343.64,$-0.04
2025-06-02,44,1017896,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 137,,CHG  SALE,41.3,False,$41.30,$41.39,$-0.09
2025-06-02,44,1017968,AKEMY,96,SOUTHERN SANITATION SERVICE,,#85,,CHG  SALE,140.9,True,$140.90,$140.90,$0.00
2025-06-02,44,1017975,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 329,,CHG  SALE,46.9,False,$46.90,$46.97,$-0.07
2025-06-02,44,1018076,AKEMY,96,SOUTHERN SANITATION SERVICE,LOWES,#94,,CHG  SALE,147.4,False,$147.40,$147.41,$-0.01
2025-06-02,44,1018104,ROSIE,96,SOUTHERN SANITATION SERVICE,,#85 144,,CHG  SALE,0.4,False,$0.40,$0.47,$-0.07
2025-06-02,44,1018113,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 70,,CHG  SALE,149.7,False,$149.70,$149.73,$-0.03
2025-06-02,44,1018140,ROSIE,96,SOUTHERN SANITATION SERVICE,LOVE'S,#93,,CHG  SALE,302.7,False,$302.70,$302.72,$-0.02
2025-06-02,44,1018190,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-4,,CHG  SALE,136.7,False,$136.70,$136.71,$-0.01
2025-06-02,44,1018237,WIZARD,98,S.S.S. MINI ROLL-OFF,,#82 053,,CHG  SALE,24.1,False,$24.10,$24.18,$-0.08
2025-06-02,44,1018247,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 369,,CHG  SALE,30.6,False,$30.60,$30.69,$-0.09
2025-06-02,44,1018254,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 285,,CHG  SALE,269.7,False,$269.70,$149.73,$119.97
2025-06-02,44,1018377,AKEMY,98,S.S.S. MINI ROLL-OFF,,#82 065,,CHG  SALE,240.3,False,$240.30,$240.32,$-0.02
2025-06-02,44,1018390,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 72,,CHG  SALE,46.9,False,$46.90,$269.70,$-222.80
2025-06-02,44,1018412,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 123,,CHG  SALE,69.7,False,$69.70,$69.75,$-0.05
2025-06-02,44,1018415,WIZARD,98,S.S.S. MINI ROLL-OFF,,#82 033,,CHG  SALE,30.6,False,$30.60,$0.00,$30.60
2025-06-02,44,1018465,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 284,,CHG  SALE,71.6,False,$71.60,$71.61,$-0.01
2025-06-02,44,1018493,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 188,,CHG  SALE,12.0,False,$12.00,$0.00,$12.00
2025-06-02,44,1018505,AKEMY,96,SOUTHERN SANITATION SERVICE,,#85 348,,CHG  SALE,133.4,False,$133.40,$133.46,$-0.06
2025-06-03,44,1018513,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 105,,CHG  SALE,160.8,False,$160.80,$160.89,$-0.09
2025-06-03,44,1018519,WIZARD,98,S.S.S. MINI ROLL-OFF,,#82 075,,CHG  SALE,8.3,False,$8.30,$8.37,$-0.07
2025-06-03,44,1018524,ROSIE,96,SOUTHERN SANITATION SERVICE,,#94 190,,CHG  SALE,122.3,True,$122.30,$122.30,$0.00
2025-06-03,44,1018533,SANDY,96,SOUTHERN SANITATION SERVICE,,#85 256,,CHG  SALE,66.9,False,$66.90,$66.96,$-0.06
2025-06-03,44,1018536,SANDY,96,SOUTHERN SANITATION SERVICE,PILOT,#93,,CHG  SALE,496.1,False,$496.10,$496.16,$-0.06
2025-06-03,44,1018617,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 171,,CHG  SALE,130.2,True,$130.20,$130.20,$0.00
2025-06-03,44,1018622,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 125,,CHG  SALE,202.7,False,$202.70,$202.74,$-0.04
2025-06-03,44,1018655,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 120,,CHG  SALE,11.1,False,$11.10,$11.16,$-0.06
2025-06-03,44,1018723,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 79,,CHG  SALE,68.3,False,$68.30,$68.36,$-0.06
2025-06-03,44,1018749,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 296,,CHG  SALE,33.0,False,$33.00,$33.02,$-0.02
2025-06-03,44,1018753,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 247,,CHG  SALE,220.8,False,$220.80,$220.88,$-0.08
2025-06-03,44,1018762,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 260,,CHG  SALE,30.2,False,$30.20,$30.23,$-0.03
2025-06-03,44,1018776,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 379,,CHG  SALE,159.0,False,$159.00,$154.38,$4.62
2025-06-03,44,1018881,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 325,,CHG  SALE,17.6,False,$17.60,$17.67,$-0.07
2025-06-03,44,1018890,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,LS-3,,CHG  SALE,346.8,False,$346.80,$346.89,$-0.09
2025-06-03,44,1018952,SANDY,96,SOUTHERN SANITATION SERVICE,,#85,,CHG  SALE,190.6,False,$190.60,$190.65,$-0.05
2025-06-03,44,1018958,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 147,,CHG  SALE,42.7,False,$42.70,$42.78,$-0.08
2025-06-03,44,1018961,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 366,,CHG  SALE,75.8,True,$75.80,$75.80,$0.00
2025-06-03,44,1018966,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 158,,CHG  SALE,180.8,False,$180.80,$180.89,$-0.09
2025-06-03,44,1019056,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 153,,CHG  SALE,65.1,True,$65.10,$65.10,$0.00
2025-06-03,44,1019071,ROSIE,96,SOUTHERN SANITATION SERVICE,KHOL'S,LS-3,,CHG  SALE,0.0,True,$0.00,$0.00,$0.00
2025-06-03,44,1019081,ROSIE,96,SOUTHERN SANITATION SERVICE,HEB,#93,,CHG  SALE,412.4,False,$412.40,$412.46,$-0.06
2025-06-03,44,1019110,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 272,,CHG  SALE,45.5,False,$45.50,$45.57,$-0.07
2025-06-03,44,1019117,ROSIE,96,SOUTHERN SANITATION SERVICE,WALMART,#85,,CHG  SALE,609.1,False,$609.10,$609.15,$-0.05
2025-06-03,44,1019127,ROSIE,98,S.S.S. MINI ROLL-OFF,,LS-3 066,,CHG  SALE,214.8,False,$214.80,$214.83,$-0.03
2025-06-03,44,1019131,SANDY,96,SOUTHERN SANITATION SERVICE,,#94 203,,CHG  SALE,12.0,False,$12.00,$12.09,$-0.09
2025-06-03,44,1019137,SANDY,96,SOUTHERN SANITATION SERVICE,,LS-4 156,,CHG  SALE,94.4,True,$94.40,$94.40,$0.00
2025-06-04,44,1019151,SANDY,98,S.S.S. MINI ROLL-OFF,,LS-3 033,,CHG  SALE,8.8,False,$8.80,$8.84,$-0.04
2025-06-04,44,1019182,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 211,,CHG  SALE,25.1,False,$25.10,$25.11,$-0.01
2025-06-04,44,1019188,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 360,,CHG  SALE,53.4,False,$53.40,$53.48,$-0.08
2025-06-04,44,1019192,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 194,,CHG  SALE,48.3,False,$48.30,$48.36,$-0.06
2025-06-04,44,1019209,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 367,,CHG  SALE,100.9,False,$100.90,$100.91,$-0.01
2025-06-04,44,1019229,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 226,,CHG  SALE,86.0,False,$86.00,$86.03,$-0.03
2025-06-04,44,1019245,SANDY,96,SOUTHERN SANITATION SERVICE,,LS-4,,CHG  SALE,44.1,False,$44.10,$44.18,$-0.08
2025-06-04,44,1019263,SANDY,96,SOUTHERN SANITATION SERVICE,,#94 9,,CHG  SALE,159.5,True,$159.50,$159.50,$0.00
2025-06-04,44,1019274,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 164,,CHG  SALE,30.2,False,$30.20,$30.23,$-0.03
2025-06-04,44,1019299,AKEMY,98,S.S.S. MINI ROLL-OFF,,LS-3 053,,CHG  SALE,318.2,False,$318.20,$318.26,$-0.06
2025-06-04,44,1019317,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 159,,CHG  SALE,95.3,False,$95.30,$95.33,$-0.03
2025-06-04,44,1019329,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 84,,CHG  SALE,104.6,False,$104.60,$104.63,$-0.03
2025-06-04,44,1019358,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 270,,CHG  SALE,62.3,False,$62.30,$62.31,$-0.01
2025-06-04,44,1019362,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 188,,CHG  SALE,24.6,False,$24.60,$24.65,$-0.05
2025-06-04,44,1019374,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 310,,CHG  SALE,106.4,False,$106.40,$106.49,$-0.09
2025-06-04,44,1019383,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 252,,CHG  SALE,71.1,False,$71.10,$71.15,$-0.05
2025-06-04,44,1019476,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 116,,CHG  SALE,40.4,False,$40.40,$40.46,$-0.06
2025-06-04,44,1019506,AKEMY,98,S.S.S. MINI ROLL-OFF,,LS-3 020,,CHG  SALE,46.5,True,$46.50,$46.50,$0.00
2025-06-04,44,1019528,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 60,,CHG  SALE,97.1,False,$97.10,$97.19,$-0.09
2025-06-04,44,1019550,AKEMY,96,SOUTHERN SANITATION SERVICE,,#93 371,,CHG  SALE,1485.1,False,"$1,485.10","$1,485.19",$-0.09
2025-06-04,44,1019597,SANDY,96,SOUTHERN SANITATION SERVICE,,#93 306,,CHG  SALE,41.3,False,$41.30,$20.00,$21.30
2025-06-04,44,1019597,SANDY,96,SOUTHERN SANITATION SERVICE,,#93 306,,CHG  SALE,20.0,True,$20.00,$20.00,$0.00
2025-06-04,44,1019620,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 54,,CHG  SALE,84.6,False,$84.60,$84.63,$-0.03
2025-06-04,44,1019626,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 346,,CHG  SALE,212.5,False,$212.50,$212.51,$-0.01
2025-06-04,44,1019635,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 138,,CHG  SALE,77.1,False,$77.10,$77.19,$-0.09
2025-06-04,44,1019645,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 141,,CHG  SALE,50.2,False,$50.20,$50.22,$-0.02
2025-06-04,44,1019674,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 166,,CHG  SALE,73.4,False,$73.40,$73.47,$-0.07
2025-06-04,44,1019713,AKEMY,96,SOUTHERN SANITATION SERVICE,,LS-3 107,,CHG  SALE,3.7,False,$3.70,$0.80,$2.90
2025-06-04,44,1019726,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 303,,CHG  SALE,66.5,True,$66.50,$66.50,$0.00
2025-06-05,44,1019749,ROSIE,96,SOUTHERN SANITATION SERVICE,,#85 74,,CHG  SALE,53.0,False,$53.00,$53.01,$-0.01
2025-06-05,44,1019764,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 378,,CHG  SALE,207.8,False,$207.80,$207.86,$-0.06
2025-06-05,44,1019790,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 142,,CHG  SALE,44.6,False,$44.60,$44.64,$-0.04
2025-06-05,44,1019805,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 351,,CHG  SALE,49.7,False,$49.70,$49.76,$-0.06
2025-06-05,44,1019853,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 144,,CHG  SALE,112.5,False,$112.50,$112.53,$-0.03
2025-06-05,44,1019860,ROSIE,96,SOUTHERN SANITATION SERVICE,,#94 43,,CHG  SALE,89.7,False,$89.70,$89.75,$-0.05
2025-06-05,44,1019871,SANDY,98,S.S.S. MINI ROLL-OFF,,LS-3 048,,CHG  SALE,23.2,False,$23.20,$23.25,$-0.05
2025-06-05,44,1019915,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 183,,CHG  SALE,92.5,False,$92.50,$92.54,$-0.04
2025-06-05,44,1019923,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-4 17,,CHG  SALE,365.4,False,$365.40,$365.49,$-0.09
2025-06-05,44,1019925,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 98,,CHG  SALE,36.2,False,$36.20,$36.27,$-0.07
2025-06-05,44,1019966,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 200,,CHG  SALE,221.8,False,$221.80,$221.81,$-0.01
2025-06-05,44,1019988,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 32,,CHG  SALE,125.5,False,$125.50,$0.00,$125.50
2025-06-05,44,1019994,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 355,,CHG  SALE,62.3,False,$62.30,$62.31,$-0.01
2025-06-05,44,1020041,ROSIE,96,SOUTHERN SANITATION SERVICE,OJOS LOCOS,LS-3,,CHG  SALE,105.0,False,$105.00,$105.09,$-0.09
2025-06-05,44,1020048,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 59,,CHG  SALE,65.5,False,$65.50,$65.57,$-0.07
2025-06-05,44,1020094,SANDY,96,SOUTHERN SANITATION SERVICE,LOWES,#93,,CHG  SALE,135.3,False,$135.30,$135.32,$-0.02
2025-06-05,44,1020125,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 190,,CHG  SALE,107.4,False,$107.40,$107.42,$-0.02
2025-06-05,44,1020126,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 362,,CHG  SALE,172.0,False,$172.00,$172.05,$-0.05
2025-06-05,44,1020130,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 364,,CHG  SALE,31.1,False,$31.10,$31.16,$-0.06
2025-06-05,44,1020169,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 64,,CHG  SALE,31.6,False,$31.60,$31.62,$-0.02
2025-06-05,44,1020188,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 59,,CHG  SALE,43.2,False,$43.20,$43.25,$-0.05
2025-06-05,44,1020201,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 218,,CHG  SALE,109.2,False,$109.20,$109.28,$-0.08
2025-06-05,44,1020204,ROSIE,98,S.S.S. MINI ROLL-OFF,,LS-3 085,,CHG  SALE,16.2,False,$16.20,$0.00,$16.20
2025-06-05,44,1020237,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 348,,CHG  SALE,49.2,False,$49.20,$49.29,$-0.09
2025-06-05,44,1020263,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-4 315,,CHG  SALE,70.2,False,$70.20,$70.22,$-0.02
2025-06-05,44,1020267,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 172,,CHG  SALE,2.3,False,$2.30,$2.33,$-0.03
2025-06-05,44,1020278,WIZARD,96,SOUTHERN SANITATION SERVICE,,#93 17,,CHG  SALE,251.1,True,$251.10,$251.10,$0.00
2025-06-06,44,1020282,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 367,,CHG  SALE,110.6,False,$110.60,$110.67,$-0.07
2025-06-06,44,1020294,ROSIE,96,SOUTHERN SANITATION SERVICE,PILOT,#94,,CHG  SALE,325.5,True,$325.50,$325.50,$0.00
2025-06-06,44,1020310,ROSIE,98,S.S.S. MINI ROLL-OFF,,LS-3 020,,CHG  SALE,26.5,False,$26.50,$26.51,$-0.01
2025-06-06,44,1020320,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 254,,CHG  SALE,126.0,False,$126.00,$126.02,$-0.02
2025-06-06,44,1020342,ROSIE,96,SOUTHERN SANITATION SERVICE,OUTLETS,LS-4,,CHG  SALE,255.7,False,$255.70,$255.75,$-0.05
2025-06-06,44,1020368,ROSIE,98,S.S.S. MINI ROLL-OFF,,LS-3 045,,CHG  SALE,177.6,False,$177.60,$177.63,$-0.03
2025-06-06,44,1020383,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 144,,CHG  SALE,21.3,False,$21.30,$21.39,$-0.09
2025-06-06,44,1020396,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 203,,CHG  SALE,186.9,False,$186.90,$186.93,$-0.03
2025-06-06,44,1020416,ROSIE,96,SOUTHERN SANITATION SERVICE,,#87 215,,CHG  SALE,4.6,False,$4.60,$4.65,$-0.05
2025-06-06,44,1020423,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 379,,CHG  SALE,62.7,False,$62.70,$62.78,$-0.08
2025-06-06,44,1020456,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 126,,CHG  SALE,67.8,False,$67.80,$67.89,$-0.09
2025-06-06,44,1020478,ROSIE,96,SOUTHERN SANITATION SERVICE,LA POSADA,LS-4,,CHG  SALE,26.9,False,$26.90,$26.97,$-0.07
2025-06-06,44,1020480,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 30,,CHG  SALE,56.2,False,$56.20,$56.27,$-0.07
2025-06-06,44,1020514,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 93,,CHG  SALE,39.0,False,$39.00,$39.06,$-0.06
2025-06-06,44,1020542,ROSIE,96,SOUTHERN SANITATION SERVICE,DOCTORS,#85,,CHG  SALE,185.0,False,$185.00,$185.07,$-0.07
2025-06-06,44,1020543,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 370,,CHG  SALE,80.9,False,$80.90,$80.91,$-0.01
2025-06-06,44,1020677,SANDY,96,SOUTHERN SANITATION SERVICE,,#94 188,,CHG  SALE,461.1,False,$461.10,$461.15,$-0.05
2025-06-06,44,1020699,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 106,,CHG  SALE,93.9,False,$93.90,$93.93,$-0.03
2025-06-06,44,1020710,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 164,,CHG  SALE,19.0,False,$19.00,$19.07,$-0.07
2025-06-06,44,1020717,SANDY,98,S.S.S. MINI ROLL-OFF,,LS-3 069,,CHG  SALE,124.1,False,$124.10,$124.16,$-0.06
2025-06-06,44,1020792,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 371,,CHG  SALE,49.7,False,$49.70,$49.76,$-0.06
2025-06-06,44,1020801,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-4 366,,CHG  SALE,51.6,False,$51.60,$51.62,$-0.02
2025-06-06,44,1020802,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 247,,CHG  SALE,20.4,False,$20.40,$20.46,$-0.06
2025-06-06,44,1020829,SANDY,96,SOUTHERN SANITATION SERVICE,,LS-3 24,,CHG  SALE,27.9,True,$27.90,$27.90,$0.00
2025-06-06,44,1020831,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 374,,CHG  SALE,56.2,False,$56.20,$56.27,$-0.07
2025-06-06,44,1020840,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 26,,CHG  SALE,149.2,False,$149.20,$149.27,$-0.07
2025-06-07,44,1020842,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 225,,CHG  SALE,29.7,False,$29.70,$29.76,$-0.06
2025-06-07,44,1020885,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 122,,CHG  SALE,73.4,False,$73.40,$73.47,$-0.07
2025-06-07,44,1020941,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 353,,CHG  SALE,38.1,False,$38.10,$38.13,$-0.03
2025-06-07,44,1020978,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-3 251,,CHG  SALE,31.1,False,$31.10,$31.16,$-0.06
2025-06-07,44,1021014,SANDY,96,SOUTHERN SANITATION SERVICE,,#85 44,,CHG  SALE,20.0,True,$20.00,$20.00,$0.00
2025-06-07,44,1021054,ROSIE,96,SOUTHERN SANITATION SERVICE,,LS-4 373,,CHG  SALE,1251.3,False,"$1,251.30","$1,251.37",$-0.07
2025-06-07,44,1021113,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 140,,CHG  SALE,37.6,False,$37.60,$0.00,$37.60
2025-06-07,44,1021160,SANDY,98,S.S.S. MINI ROLL-OFF,,LS-3 015,,CHG  SALE,42.3,False,$42.30,$42.32,$-0.02
2025-06-07,44,1021265,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 52,,CHG  SALE,42.3,False,$42.30,$42.32,$-0.02
2025-06-07,44,1021273,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 111,,CHG  SALE,103.7,True,$103.70,$103.70,$0.00
2025-06-07,44,1021359,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 103,,CHG  SALE,23.2,False,$23.20,$23.25,$-0.05
2025-06-09,44,1021441,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 146,,CHG  SALE,50.6,False,$50.60,$50.69,$-0.09
2025-06-09,44,1021509,SANDY,96,SOUTHERN SANITATION SERVICE,,#85,,CHG  SALE,121.3,False,$121.30,$121.37,$-0.07
2025-06-09,44,1021512,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 306,,CHG  SALE,57.2,True,$57.20,$57.20,$0.00
2025-06-09,44,1021546,WIZARD,96,SOUTHERN SANITATION SERVICE,,LS-4 303,,CHG  SALE,53.0,False,$53.00,$53.01,$-0.01
2025-06-09,44,1021616,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 214,,CHG  SALE,109.7,False,$109.70,$109.74,$-0.04
2025-06-09,44,1021618,WIZARD,96,SOUTHERN SANITATION SERVICE,,#94 194,,CHG  SALE,32.5,False,$32.50,$32.55,$-0.05
2025-06-09,44,1021718,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 185,,CHG  SALE,38.1,False,$38.10,$38.13,$-0.03
2025-06-09,44,1021723,ROSIE,96,SOUTHERN SANITATION SERVICE,FLYING J,#85,,CHG  SALE,248.3,False,$248.30,$248.31,$-0.01
2025-06-09,44,1021743,ROSIE,98,S.S.S. MINI ROLL-OFF,,#94 015,,CHG  SALE,19.5,False,$19.50,$19.53,$-0.03
2025-06-09,44,1021839,SANDY,96,SOUTHERN SANITATION SERVICE,,LS-4,,CHG  SALE,61.3,False,$61.30,$61.38,$-0.08
2025-06-09,44,1021842,SANDY,98,S.S.S. MINI ROLL-OFF,,#94 079,,CHG  SALE,805.3,False,$805.30,$805.38,$-0.08
2025-06-09,44,1021849,WIZARD,96,SOUTHERN SANITATION SERVICE,,#85 367,,CHG  SALE,27.9,True,$27.90,$27.90,$0.00
2025-06-09,44,1021854,WIZARD,96,SOUTHERN SANITATION SERVICE,,#87 336,,CHG  SALE,35.8,False,$35.80,$7.70,$28.10
2025-06-09,44,1021928,SANDY,98,S.S.S. MINI ROLL-OFF,,LS-3 065,,CHG  SALE,12.5,False,$12.50,$12.56,$-0.06
